Id_zamowienia,Przewoznik,Format_dostawy,Status,Data_wysylki
4126,Pocztex,Kurier,Anulowane,NULL
4127,UPS,Kurier Pobranie,Anulowane,NULL
4128,DPD,Kurier Pobranie,Dostarczone,2024-11-27
4129,UPS,Kurier,Dostarczone,2021-03-09
4130,InPost,Kurier Pobranie,Dostarczone,2020-07-04
4131,UPS,Kurier Pobranie,Dostarczone,2020-12-19
4132,DHL,Paczkomat,Dostarczone,2024-04-14
4133,Pocztex,Kurier Pobranie,Dostarczone,2021-06-26
4134,Pocztex,Kurier Pobranie,Dostarczone,2023-05-08
4135,InPost,Kurier,Dostarczone,2024-07-17
4136,Pocztex,Kurier,Dostarczone,2024-10-30
4137,DPD,Kurier,Dostarczone,2024-10-27
4138,DPD,Kurier Pobranie,Dostarczone,2024-04-15
4139,DPD,Kurier,Dostarczone,2023-07-31
4140,DPD,Kurier Pobranie,Anulowane,NULL
4141,InPost,Kurier,Dostarczone,2024-11-12
4142,DHL,Paczkomat,Dostarczone,2022-08-08
4143,UPS,Kurier Pobranie,Anulowane,NULL
4144,DHL,Kurier Pobranie,Dostarczone,2024-08-29
4145,UPS,Kurier,Dostarczone,2023-05-11
4146,DHL,Kurier Pobranie,Dostarczone,2024-05-11
4147,DHL,Kurier,Dostarczone,2022-10-11
4148,DPD,Kurier,Dostarczone,2020-05-07
4149,UPS,Kurier,Dostarczone,2024-11-06
4150,DHL,Kurier,Dostarczone,2024-09-29
4151,UPS,Kurier,Anulowane,NULL
4152,DHL,Kurier Pobranie,Dostarczone,2024-07-21
4153,InPost,Kurier Pobranie,Dostarczone,2024-09-22
4154,InPost,Kurier,Dostarczone,2023-08-02
4155,InPost,Kurier Pobranie,Dostarczone,2021-01-02
4156,UPS,Kurier,Dostarczone,2021-04-06
4157,DPD,Kurier Pobranie,Anulowane,NULL
4158,Pocztex,Kurier,Dostarczone,2024-08-03
4159,Pocztex,Kurier Pobranie,Dostarczone,2024-08-29
4160,Pocztex,Kurier Pobranie,Dostarczone,2024-12-06
4161,DHL,Kurier Pobranie,Dostarczone,2024-01-21
4162,UPS,Kurier Pobranie,Dostarczone,2024-05-21
4163,Pocztex,Kurier Pobranie,Dostarczone,2021-07-17
4164,UPS,Kurier Pobranie,Dostarczone,2025-01-07
4165,UPS,Kurier Pobranie,Dostarczone,2023-08-16
4166,Pocztex,Kurier,Dostarczone,2024-11-20
4167,InPost,Paczkomat,Dostarczone,2021-09-30
4168,DPD,Kurier Pobranie,Dostarczone,2024-06-15
4169,InPost,Kurier,Dostarczone,2024-01-21
4170,Pocztex,Kurier Pobranie,Dostarczone,2023-05-08
4171,UPS,Kurier Pobranie,Anulowane,NULL
4172,UPS,Kurier,Dostarczone,2023-10-19
4173,DPD,Kurier,Anulowane,NULL
4174,UPS,Kurier,Dostarczone,2023-01-18
4175,UPS,Kurier,Dostarczone,2025-01-05
4176,Pocztex,Kurier Pobranie,Anulowane,NULL
4177,InPost,Kurier Pobranie,Dostarczone,2024-08-25
4178,UPS,Kurier Pobranie,Dostarczone,2022-02-08
4179,UPS,Kurier Pobranie,Dostarczone,2020-12-18
4180,Pocztex,Kurier,Dostarczone,2022-07-23
4181,DPD,Kurier,Dostarczone,2020-08-03
4182,Pocztex,Kurier,Dostarczone,2024-11-17
4183,Pocztex,Kurier Pobranie,Dostarczone,2023-10-06
4184,UPS,Kurier Pobranie,Dostarczone,2024-05-28
4185,Pocztex,Kurier Pobranie,Dostarczone,2024-07-31
4186,DHL,Paczkomat,Dostarczone,2020-05-17
4187,Pocztex,Kurier Pobranie,Dostarczone,2023-07-25
4188,UPS,Kurier,Dostarczone,2024-12-30
4189,InPost,Kurier,Anulowane,NULL
4190,DPD,Kurier Pobranie,Dostarczone,2023-10-29
4191,UPS,Kurier,Dostarczone,2024-07-06
4192,DPD,Kurier,Dostarczone,2023-03-24
4193,UPS,Kurier,Anulowane,NULL
4194,DHL,Paczkomat,Dostarczone,2024-08-07
4195,DHL,Kurier Pobranie,Dostarczone,2023-09-21
4196,InPost,Paczkomat,Dostarczone,2023-04-12
4197,InPost,Kurier,Anulowane,NULL
4198,UPS,Kurier Pobranie,Dostarczone,2024-10-25
4199,DPD,Kurier Pobranie,Dostarczone,2023-09-24
4200,Pocztex,Kurier,Dostarczone,2022-04-22
4201,DPD,Kurier Pobranie,Dostarczone,2023-07-07
4202,DHL,Paczkomat,Dostarczone,2022-06-07
4203,InPost,Paczkomat,Dostarczone,2024-10-13
4204,UPS,Kurier Pobranie,Dostarczone,2022-08-21
4205,Pocztex,Kurier Pobranie,Dostarczone,2020-11-26
4206,InPost,Kurier,Dostarczone,2022-01-16
4207,DPD,Kurier,Anulowane,NULL
4208,Pocztex,Kurier Pobranie,Anulowane,NULL
4209,UPS,Kurier Pobranie,Dostarczone,2023-08-29
4210,DHL,Paczkomat,Dostarczone,2024-12-29
4211,DPD,Kurier,Dostarczone,2021-09-14
4212,Pocztex,Kurier,Anulowane,NULL
4213,UPS,Kurier,Dostarczone,2024-10-29
4214,Pocztex,Kurier Pobranie,Dostarczone,2024-11-23
4215,DPD,Kurier Pobranie,Dostarczone,2024-08-11
4216,InPost,Kurier Pobranie,Anulowane,NULL
4217,DHL,Kurier,Dostarczone,2023-07-23
4218,InPost,Paczkomat,Anulowane,NULL
4219,Pocztex,Kurier Pobranie,Anulowane,NULL
4220,DHL,Kurier Pobranie,Dostarczone,2024-07-11
4221,DPD,Kurier Pobranie,Anulowane,NULL
4222,DHL,Kurier Pobranie,Anulowane,NULL
4223,DPD,Kurier,Dostarczone,2024-04-09
4224,DPD,Kurier Pobranie,Dostarczone,2023-10-31
4225,Pocztex,Kurier Pobranie,Dostarczone,2021-01-10
4226,UPS,Kurier,Dostarczone,2020-11-03
4227,DPD,Kurier Pobranie,Dostarczone,2024-02-07
4228,InPost,Paczkomat,Dostarczone,2024-08-22
4229,UPS,Kurier,Dostarczone,2024-12-02
4230,UPS,Kurier Pobranie,Dostarczone,2024-12-29
4231,InPost,Kurier Pobranie,Dostarczone,2023-10-26
4232,InPost,Kurier,Anulowane,NULL
4233,DPD,Kurier,Dostarczone,2024-10-26
4234,DPD,Kurier Pobranie,Dostarczone,2021-05-02
4235,DPD,Kurier,Dostarczone,2022-08-15
4236,DPD,Kurier,Dostarczone,2024-10-19
4237,InPost,Kurier,Anulowane,NULL
4238,DPD,Kurier,Dostarczone,2024-11-17
4239,DPD,Kurier Pobranie,Anulowane,NULL
4240,Pocztex,Kurier Pobranie,Dostarczone,2022-09-13
4241,InPost,Kurier Pobranie,Dostarczone,2024-03-10
4242,Pocztex,Kurier Pobranie,Anulowane,NULL
4243,DHL,Kurier,Dostarczone,2021-11-18
4244,InPost,Kurier,Dostarczone,2024-04-05
4245,Pocztex,Kurier,Dostarczone,2022-06-08
4246,Pocztex,Kurier Pobranie,Dostarczone,2023-07-19
4247,Pocztex,Kurier Pobranie,Dostarczone,2022-04-07
4248,UPS,Kurier Pobranie,Dostarczone,2023-12-07
4249,DPD,Kurier Pobranie,Anulowane,NULL
4250,DPD,Kurier,Dostarczone,2022-03-16
4251,Pocztex,Kurier,Dostarczone,2022-04-10
4252,DHL,Kurier,Dostarczone,2024-08-25
4253,Pocztex,Kurier,Anulowane,NULL
4254,DPD,Kurier Pobranie,Anulowane,NULL
4255,Pocztex,Kurier,Dostarczone,2024-09-23
4256,DHL,Kurier,Anulowane,NULL
4257,DPD,Kurier,Dostarczone,2024-02-02
4258,DHL,Paczkomat,Anulowane,NULL
4259,Pocztex,Kurier,Anulowane,NULL
4260,UPS,Kurier,Dostarczone,2024-01-07
4261,DPD,Kurier Pobranie,Dostarczone,2024-11-26
4262,DPD,Kurier Pobranie,Anulowane,NULL
4263,Pocztex,Kurier Pobranie,Dostarczone,2021-08-26
4264,InPost,Paczkomat,Anulowane,NULL
4265,UPS,Kurier Pobranie,Anulowane,NULL
4266,DHL,Kurier Pobranie,Dostarczone,2022-06-03
4267,DPD,Kurier,Dostarczone,2024-12-20
4268,DPD,Kurier Pobranie,Anulowane,NULL
4269,Pocztex,Kurier,Dostarczone,2023-10-11
4270,DPD,Kurier,Dostarczone,2021-04-27
4271,DPD,Kurier Pobranie,Dostarczone,2023-06-21
4272,DHL,Paczkomat,Dostarczone,2024-11-27
4273,DHL,Kurier Pobranie,Anulowane,NULL
4274,DPD,Kurier Pobranie,Dostarczone,2024-03-07
4275,UPS,Kurier Pobranie,Dostarczone,2022-10-14
4276,UPS,Kurier Pobranie,Dostarczone,2021-04-29
4277,DPD,Kurier Pobranie,Dostarczone,2021-02-16
4278,DHL,Kurier,Dostarczone,2024-09-08
4279,DPD,Kurier,Dostarczone,2024-10-28
4280,Pocztex,Kurier,Dostarczone,2020-09-24
4281,DPD,Kurier Pobranie,Dostarczone,2022-09-01
4282,DPD,Kurier Pobranie,Dostarczone,2024-09-13
4283,DHL,Kurier,Dostarczone,2022-07-21
4284,DPD,Kurier,Dostarczone,2024-01-30
4285,DHL,Kurier Pobranie,Dostarczone,2024-12-04
4286,DPD,Kurier Pobranie,Dostarczone,2022-11-09
4287,Pocztex,Kurier,Dostarczone,2023-05-17
4288,DHL,Kurier,Anulowane,NULL
4289,InPost,Paczkomat,Anulowane,NULL
4290,UPS,Kurier Pobranie,Dostarczone,2023-03-21
4291,InPost,Kurier,Dostarczone,2024-12-29
4292,DHL,Kurier Pobranie,Dostarczone,2023-06-16
4293,DHL,Kurier,Dostarczone,2024-04-25
4294,UPS,Kurier Pobranie,Dostarczone,2024-08-31
4295,DPD,Kurier Pobranie,Dostarczone,2023-02-06
4296,DPD,Kurier,Dostarczone,2022-05-12
4297,DPD,Kurier,Dostarczone,2024-07-27
4298,InPost,Paczkomat,Dostarczone,2024-09-01
4299,InPost,Kurier Pobranie,Dostarczone,2022-03-30
4300,UPS,Kurier,Dostarczone,2024-06-15
4301,DHL,Paczkomat,Dostarczone,2024-08-15
4302,UPS,Kurier Pobranie,Anulowane,NULL
4303,DPD,Kurier,Anulowane,NULL
4304,UPS,Kurier,Dostarczone,2021-07-02
4305,InPost,Kurier,Dostarczone,2024-12-30
4306,InPost,Kurier Pobranie,Dostarczone,2023-03-25
4307,DHL,Kurier Pobranie,Anulowane,NULL
4308,Pocztex,Kurier Pobranie,Dostarczone,2023-10-28
4309,Pocztex,Kurier Pobranie,Anulowane,NULL
4310,DPD,Kurier,Dostarczone,2024-07-03
4311,Pocztex,Kurier,Dostarczone,2025-01-09
4312,DHL,Kurier,Anulowane,NULL
4313,Pocztex,Kurier Pobranie,Dostarczone,2023-04-21
4314,DHL,Paczkomat,Dostarczone,2021-08-28
4315,Pocztex,Kurier,Dostarczone,2024-10-10
4316,Pocztex,Kurier,Dostarczone,2024-01-17
4317,DHL,Kurier,Dostarczone,2023-08-12
4318,DHL,Kurier,Anulowane,NULL
4319,InPost,Kurier,Dostarczone,2023-09-02
4320,Pocztex,Kurier Pobranie,Dostarczone,2024-01-07
4321,UPS,Kurier Pobranie,Dostarczone,2024-08-13
4322,UPS,Kurier Pobranie,Dostarczone,2024-12-06
4323,InPost,Kurier Pobranie,Anulowane,NULL
4324,InPost,Kurier Pobranie,Anulowane,NULL
4325,UPS,Kurier,Dostarczone,2022-06-12
4326,InPost,Paczkomat,Dostarczone,2024-02-19
4327,UPS,Kurier,Anulowane,NULL
4328,InPost,Kurier Pobranie,Dostarczone,2024-01-05
4329,Pocztex,Kurier,Dostarczone,2024-07-02
4330,Pocztex,Kurier,Dostarczone,2023-07-17
4331,InPost,Paczkomat,Dostarczone,2022-05-25
4332,DPD,Kurier,Dostarczone,2023-04-10
4333,DHL,Paczkomat,Dostarczone,2024-12-21
4334,Pocztex,Kurier,Dostarczone,2023-06-18
4335,UPS,Kurier,Dostarczone,2022-07-08
4336,Pocztex,Kurier,Dostarczone,2024-04-22
4337,DPD,Kurier Pobranie,Dostarczone,2024-11-04
4338,Pocztex,Kurier Pobranie,Anulowane,NULL
4339,DPD,Kurier Pobranie,Anulowane,NULL
4340,UPS,Kurier Pobranie,Dostarczone,2023-01-28
4341,DPD,Kurier,Dostarczone,2023-05-25
4342,Pocztex,Kurier Pobranie,Dostarczone,2022-05-12
4343,DPD,Kurier,Dostarczone,2020-08-13
4344,InPost,Paczkomat,Dostarczone,2024-12-12
4345,Pocztex,Kurier,Dostarczone,2024-04-23
4346,DHL,Kurier Pobranie,Dostarczone,2024-08-21
4347,UPS,Kurier,Dostarczone,2022-01-14
4348,UPS,Kurier,Dostarczone,2024-05-09
4349,Pocztex,Kurier Pobranie,Dostarczone,2024-09-26
4350,UPS,Kurier,Dostarczone,2024-10-28
4351,InPost,Paczkomat,Dostarczone,2024-12-09
4352,UPS,Kurier Pobranie,Dostarczone,2022-06-22
4353,DHL,Kurier Pobranie,Dostarczone,2022-02-02
4354,DPD,Kurier,Anulowane,NULL
4355,InPost,Paczkomat,Anulowane,NULL
4356,DHL,Kurier,Dostarczone,2024-08-16
4357,InPost,Kurier,Anulowane,NULL
4358,UPS,Kurier Pobranie,Dostarczone,2022-09-20
4359,InPost,Kurier Pobranie,Dostarczone,2023-08-30
4360,UPS,Kurier Pobranie,Dostarczone,2024-12-27
4361,Pocztex,Kurier Pobranie,Dostarczone,2022-10-01
4362,DPD,Kurier,Anulowane,NULL
4363,Pocztex,Kurier,Anulowane,NULL
4364,Pocztex,Kurier,Anulowane,NULL
4365,DPD,Kurier,Dostarczone,2022-08-15
4366,DPD,Kurier,Dostarczone,2024-03-10
4367,DHL,Kurier,Dostarczone,2024-04-18
4368,Pocztex,Kurier,Dostarczone,2023-08-25
4369,DHL,Kurier Pobranie,Dostarczone,2024-12-21
4370,Pocztex,Kurier,Dostarczone,2023-05-21
4371,Pocztex,Kurier Pobranie,Anulowane,NULL
4372,UPS,Kurier Pobranie,Dostarczone,2024-10-05
4373,UPS,Kurier,Anulowane,NULL
4374,UPS,Kurier,Dostarczone,2024-12-18
4375,UPS,Kurier Pobranie,Dostarczone,2022-05-23
4376,UPS,Kurier Pobranie,Dostarczone,2023-10-27
4377,Pocztex,Kurier,Dostarczone,2024-10-04
4378,UPS,Kurier Pobranie,Dostarczone,2024-10-24
4379,DHL,Kurier,Dostarczone,2023-12-02
4380,DHL,Kurier,Dostarczone,2025-01-03
4381,UPS,Kurier Pobranie,Dostarczone,2024-10-13
4382,UPS,Kurier,Dostarczone,2024-03-19
4383,Pocztex,Kurier,Dostarczone,2023-07-02
4384,DHL,Kurier Pobranie,Anulowane,NULL
4385,InPost,Kurier Pobranie,Dostarczone,2022-04-13
4386,InPost,Kurier Pobranie,Dostarczone,2021-10-03
4387,Pocztex,Kurier,Dostarczone,2022-04-18
4388,DHL,Paczkomat,Dostarczone,2024-12-03
4389,DHL,Kurier Pobranie,Anulowane,NULL
4390,DPD,Kurier Pobranie,Dostarczone,2022-10-21
4391,DHL,Kurier Pobranie,Dostarczone,2024-08-01
4392,DPD,Kurier,Dostarczone,2022-11-26
4393,InPost,Paczkomat,Dostarczone,2024-08-26
4394,InPost,Kurier Pobranie,Dostarczone,2021-02-18
4395,DHL,Paczkomat,Dostarczone,2021-03-16
4396,InPost,Kurier Pobranie,Dostarczone,2024-12-26
4397,InPost,Kurier Pobranie,Dostarczone,2023-09-27
4398,InPost,Paczkomat,Dostarczone,2023-10-24
4399,UPS,Kurier,Dostarczone,2024-03-18
4400,DHL,Kurier Pobranie,Dostarczone,2024-07-17
4401,Pocztex,Kurier Pobranie,Anulowane,NULL
4402,InPost,Kurier,Dostarczone,2022-08-18
4403,UPS,Kurier Pobranie,Dostarczone,2023-10-02
4404,InPost,Kurier,Dostarczone,2020-02-02
4405,Pocztex,Kurier Pobranie,Dostarczone,2024-05-04
4406,InPost,Kurier,Dostarczone,2024-01-20
4407,UPS,Kurier,Dostarczone,2024-10-22
4408,DPD,Kurier Pobranie,Dostarczone,2022-07-18
4409,UPS,Kurier Pobranie,Anulowane,NULL
4410,DPD,Kurier,Dostarczone,2022-12-06
4411,DPD,Kurier,Dostarczone,2024-09-08
4412,Pocztex,Kurier,Dostarczone,2024-07-04
4413,DHL,Kurier,Anulowane,NULL
4414,InPost,Kurier,Anulowane,NULL
4415,Pocztex,Kurier Pobranie,Dostarczone,2024-12-20
4416,DHL,Kurier,Dostarczone,2024-06-21
4417,DHL,Kurier,Dostarczone,2023-12-19
4418,DPD,Kurier,Dostarczone,2022-12-22
4419,DPD,Kurier Pobranie,Dostarczone,2021-10-19
4420,DPD,Kurier,Anulowane,NULL
4421,DHL,Kurier,Anulowane,NULL
4422,DHL,Kurier,Dostarczone,2021-11-07
4423,Pocztex,Kurier,Dostarczone,2023-02-03
4424,Pocztex,Kurier,Dostarczone,2024-09-07
4425,DPD,Kurier Pobranie,Dostarczone,2021-12-08
4426,DHL,Paczkomat,Dostarczone,2023-02-01
4427,InPost,Kurier Pobranie,Anulowane,NULL
4428,InPost,Paczkomat,Dostarczone,2021-06-19
4429,InPost,Kurier,Dostarczone,2024-12-22
4430,UPS,Kurier Pobranie,Dostarczone,2021-12-18
4431,UPS,Kurier Pobranie,Dostarczone,2024-06-30
4432,DPD,Kurier Pobranie,Dostarczone,2024-09-22
4433,InPost,Paczkomat,Dostarczone,2024-10-01
4434,DHL,Kurier Pobranie,Dostarczone,2021-05-08
4435,DHL,Kurier,Dostarczone,2023-06-24
4436,Pocztex,Kurier Pobranie,Dostarczone,2020-08-31
4437,DHL,Paczkomat,Dostarczone,2024-06-24
4438,DHL,Kurier Pobranie,Dostarczone,2021-10-22
4439,UPS,Kurier Pobranie,Dostarczone,2021-07-24
4440,UPS,Kurier Pobranie,Dostarczone,2020-05-27
4441,InPost,Kurier,Dostarczone,2025-01-02
4442,DHL,Kurier Pobranie,Dostarczone,2021-04-27
4443,InPost,Kurier Pobranie,Anulowane,NULL
4444,Pocztex,Kurier Pobranie,Anulowane,NULL
4445,DPD,Kurier,Dostarczone,2024-12-15
4446,DHL,Kurier,Anulowane,NULL
4447,DPD,Kurier Pobranie,Dostarczone,2024-12-14
4448,UPS,Kurier,Dostarczone,2024-04-09
4449,InPost,Paczkomat,Anulowane,NULL
4450,Pocztex,Kurier Pobranie,Dostarczone,2024-01-22
4451,DHL,Kurier Pobranie,Dostarczone,2022-02-12
4452,InPost,Paczkomat,Dostarczone,2024-10-01
4453,Pocztex,Kurier,Dostarczone,2024-08-26
4454,InPost,Kurier Pobranie,Dostarczone,2023-12-10
4455,Pocztex,Kurier,Anulowane,NULL
4456,UPS,Kurier,Dostarczone,2024-12-02
4457,Pocztex,Kurier,Anulowane,NULL
4458,DPD,Kurier Pobranie,Anulowane,NULL
4459,DPD,Kurier,Anulowane,NULL
4460,DPD,Kurier,Dostarczone,2025-01-03
4461,Pocztex,Kurier Pobranie,Dostarczone,2023-06-12
4462,InPost,Kurier Pobranie,Dostarczone,2025-01-02
4463,UPS,Kurier Pobranie,Dostarczone,2024-04-23
4464,InPost,Paczkomat,Dostarczone,2020-11-17
4465,InPost,Kurier,Anulowane,NULL
4466,Pocztex,Kurier,Dostarczone,2021-11-03
4467,DHL,Paczkomat,Dostarczone,2023-03-10
4468,Pocztex,Kurier Pobranie,Dostarczone,2022-07-29
4469,DPD,Kurier,Dostarczone,2024-04-24
4470,InPost,Paczkomat,Anulowane,NULL
4471,Pocztex,Kurier,Dostarczone,2023-11-21
4472,InPost,Kurier Pobranie,Dostarczone,2024-04-06
4473,InPost,Kurier Pobranie,Anulowane,NULL
4474,DHL,Paczkomat,Dostarczone,2023-10-18
4475,DPD,Kurier,Dostarczone,2023-01-20
4476,UPS,Kurier,Anulowane,NULL
4477,Pocztex,Kurier,Dostarczone,2022-11-14
4478,DHL,Kurier,Dostarczone,2022-03-09
4479,DHL,Kurier Pobranie,Dostarczone,2023-01-30
4480,DHL,Kurier Pobranie,Dostarczone,2024-09-09
4481,DPD,Kurier,Dostarczone,2024-11-30
4482,DHL,Kurier Pobranie,Dostarczone,2020-01-13
4483,DPD,Kurier Pobranie,Dostarczone,2023-10-31
4484,UPS,Kurier Pobranie,Dostarczone,2024-10-10
4485,InPost,Kurier,Dostarczone,2023-07-03
4486,Pocztex,Kurier,Dostarczone,2023-01-15
4487,Pocztex,Kurier,Dostarczone,2020-09-10
4488,Pocztex,Kurier,Dostarczone,2021-06-28
4489,DPD,Kurier Pobranie,Dostarczone,2024-09-02
4490,UPS,Kurier,Dostarczone,2024-10-16
4491,UPS,Kurier Pobranie,Dostarczone,2024-10-01
4492,Pocztex,Kurier,Dostarczone,2024-05-16
4493,UPS,Kurier,Dostarczone,2024-11-29
4494,DPD,Kurier Pobranie,Anulowane,NULL
4495,UPS,Kurier Pobranie,Anulowane,NULL
4496,UPS,Kurier,Anulowane,NULL
4497,Pocztex,Kurier,Dostarczone,2024-08-25
4498,DPD,Kurier Pobranie,Dostarczone,2024-10-12
4499,UPS,Kurier,Dostarczone,2020-07-01
4500,Pocztex,Kurier Pobranie,Dostarczone,2023-10-27
4501,DHL,Kurier,Dostarczone,2022-07-17
4502,Pocztex,Kurier Pobranie,Anulowane,NULL
4503,InPost,Kurier,Dostarczone,2021-04-16
4504,DPD,Kurier Pobranie,Anulowane,NULL
4505,Pocztex,Kurier Pobranie,Dostarczone,2024-07-19
4506,DHL,Kurier,Dostarczone,2024-01-14
4507,InPost,Paczkomat,Anulowane,NULL
4508,Pocztex,Kurier Pobranie,Dostarczone,2024-03-27
4509,UPS,Kurier Pobranie,Dostarczone,2021-10-15
4510,DHL,Kurier Pobranie,Anulowane,NULL
4511,InPost,Paczkomat,Dostarczone,2024-09-29
4512,InPost,Kurier Pobranie,Dostarczone,2024-08-31
4513,DHL,Paczkomat,Dostarczone,2022-07-21
4514,InPost,Kurier Pobranie,Dostarczone,2021-11-22
4515,DHL,Kurier,Dostarczone,2024-09-10
4516,DHL,Paczkomat,Dostarczone,2024-09-21
4517,InPost,Kurier,Dostarczone,2024-05-05
4518,DPD,Kurier Pobranie,Dostarczone,2023-08-21
4519,InPost,Kurier Pobranie,Dostarczone,2023-10-11
4520,UPS,Kurier Pobranie,Dostarczone,2022-11-14
4521,UPS,Kurier Pobranie,Dostarczone,2024-07-07
4522,UPS,Kurier,Dostarczone,2023-08-23
4523,Pocztex,Kurier,Dostarczone,2020-12-26
4524,DHL,Kurier,Anulowane,NULL
4525,Pocztex,Kurier,Dostarczone,2024-10-11
4526,DHL,Kurier,Dostarczone,2023-08-09
4527,InPost,Kurier,Dostarczone,2022-10-26
4528,InPost,Paczkomat,Dostarczone,2024-12-06
4529,UPS,Kurier Pobranie,Dostarczone,2023-01-07
4530,InPost,Kurier Pobranie,Dostarczone,2024-11-07
4531,Pocztex,Kurier Pobranie,Anulowane,NULL
4532,DHL,Kurier Pobranie,Dostarczone,2021-02-14
4533,UPS,Kurier,Dostarczone,2023-03-27
4534,UPS,Kurier,Dostarczone,2025-01-03
4535,DHL,Paczkomat,Dostarczone,2024-11-15
4536,InPost,Paczkomat,Dostarczone,2024-08-17
4537,InPost,Paczkomat,Dostarczone,2024-07-14
4538,Pocztex,Kurier,Dostarczone,2024-09-21
4539,InPost,Kurier Pobranie,Dostarczone,2021-11-02
4540,InPost,Kurier,Anulowane,NULL
4541,DPD,Kurier,Dostarczone,2024-09-07
4542,DPD,Kurier Pobranie,Dostarczone,2024-08-27
4543,DPD,Kurier,Dostarczone,2023-01-02
4544,UPS,Kurier,Dostarczone,2022-11-17
4545,UPS,Kurier,Dostarczone,2020-11-21
4546,DHL,Kurier Pobranie,Dostarczone,2024-09-19
4547,InPost,Kurier Pobranie,Dostarczone,2024-11-22
4548,Pocztex,Kurier Pobranie,Dostarczone,2024-12-04
4549,Pocztex,Kurier Pobranie,Dostarczone,2022-12-15
4550,Pocztex,Kurier Pobranie,Dostarczone,2023-08-18
4551,Pocztex,Kurier Pobranie,Dostarczone,2024-12-23
4552,DPD,Kurier Pobranie,Dostarczone,2024-07-08
4553,DHL,Kurier Pobranie,Anulowane,NULL
4554,DHL,Kurier,Dostarczone,2023-06-13
4555,Pocztex,Kurier,Dostarczone,2021-08-13
4556,InPost,Kurier,Dostarczone,2024-06-24
4557,InPost,Kurier Pobranie,Dostarczone,2022-05-03
4558,DHL,Kurier,Dostarczone,2022-09-21
4559,InPost,Kurier,Anulowane,NULL
4560,UPS,Kurier,Dostarczone,2021-10-28
4561,Pocztex,Kurier Pobranie,Anulowane,NULL
4562,Pocztex,Kurier,Anulowane,NULL
4563,Pocztex,Kurier,Dostarczone,2023-12-27
4564,InPost,Kurier,Dostarczone,2023-04-08
4565,InPost,Kurier,Dostarczone,2024-08-09
4566,Pocztex,Kurier,Anulowane,NULL
4567,UPS,Kurier Pobranie,Dostarczone,2024-07-31
4568,DHL,Kurier,Dostarczone,2024-10-08
4569,DPD,Kurier Pobranie,Dostarczone,2021-10-21
4570,DHL,Kurier,Dostarczone,2024-11-26
4571,DPD,Kurier Pobranie,Dostarczone,2024-03-25
4572,DHL,Kurier,Dostarczone,2020-02-21
4573,DPD,Kurier,Anulowane,NULL
4574,UPS,Kurier,Anulowane,NULL
4575,DPD,Kurier Pobranie,Dostarczone,2022-12-14
4576,Pocztex,Kurier,Dostarczone,2025-01-07
4577,Pocztex,Kurier Pobranie,Dostarczone,2024-09-15
4578,DPD,Kurier Pobranie,Anulowane,NULL
4579,DHL,Kurier,Dostarczone,2024-02-29
4580,DPD,Kurier,Dostarczone,2024-03-31
4581,DHL,Kurier Pobranie,Dostarczone,2023-06-10
4582,UPS,Kurier Pobranie,Anulowane,NULL
4583,Pocztex,Kurier,Dostarczone,2023-10-12
4584,Pocztex,Kurier Pobranie,Dostarczone,2023-08-23
4585,DHL,Kurier Pobranie,Dostarczone,2022-11-19
4586,UPS,Kurier,Dostarczone,2021-10-30
4587,DHL,Paczkomat,Dostarczone,2020-03-02
4588,UPS,Kurier Pobranie,Anulowane,NULL
4589,DPD,Kurier,Anulowane,NULL
4590,DHL,Kurier,Dostarczone,2024-05-31
4591,UPS,Kurier,Dostarczone,2024-10-29
4592,UPS,Kurier Pobranie,Anulowane,NULL
4593,DHL,Paczkomat,Dostarczone,2023-08-03
4594,Pocztex,Kurier Pobranie,Dostarczone,2024-09-19
4595,DPD,Kurier Pobranie,Dostarczone,2022-06-19
4596,Pocztex,Kurier,Dostarczone,2020-10-04
4597,UPS,Kurier,Dostarczone,2023-03-16
4598,InPost,Paczkomat,Dostarczone,2024-07-25
4599,DHL,Paczkomat,Anulowane,NULL
4600,UPS,Kurier Pobranie,Dostarczone,2024-12-07
4601,Pocztex,Kurier Pobranie,Dostarczone,2024-01-12
4602,InPost,Paczkomat,Dostarczone,2024-11-29
4603,DHL,Kurier,Anulowane,NULL
4604,DHL,Kurier Pobranie,Dostarczone,2024-03-12
4605,UPS,Kurier,Dostarczone,2024-09-06
4606,InPost,Paczkomat,Dostarczone,2024-06-11
4607,DHL,Kurier,Anulowane,NULL
4608,DHL,Paczkomat,Anulowane,NULL
4609,InPost,Paczkomat,Dostarczone,2022-06-17
4610,Pocztex,Kurier,Dostarczone,2024-09-20
4611,Pocztex,Kurier,Dostarczone,2024-12-29
4612,Pocztex,Kurier,Dostarczone,2022-03-25
4613,InPost,Paczkomat,Dostarczone,2020-03-21
4614,UPS,Kurier Pobranie,Dostarczone,2023-09-09
4615,UPS,Kurier Pobranie,Dostarczone,2023-10-30
4616,Pocztex,Kurier,Dostarczone,2022-02-04
4617,DHL,Paczkomat,Anulowane,NULL
4618,InPost,Paczkomat,Dostarczone,2024-10-30
4619,InPost,Kurier Pobranie,Anulowane,NULL
4620,InPost,Kurier,Anulowane,NULL
4621,Pocztex,Kurier,Dostarczone,2022-08-24
4622,DHL,Kurier Pobranie,Dostarczone,2024-09-15
4623,UPS,Kurier,Dostarczone,2023-05-22
