Id_zamowienia,Id_klienta,Data_zlozenia,Status
18137,6944,2024-09-03,Zrealizowane
18138,390,2024-10-22,Zrealizowane
18139,4983,2024-12-04,Anulowane
18140,4717,2024-08-08,Anulowane
18141,4481,2024-03-15,Zrealizowane
18142,6780,2023-12-12,Zrealizowane
18143,4463,2022-10-09,Zrealizowane
18144,6355,2023-03-21,Zrealizowane
18145,3568,2022-07-03,Zrealizowane
18146,5361,2023-04-21,Zrealizowane
18147,2462,2023-05-15,Zrealizowane
18148,3364,2023-01-04,Zrealizowane
18149,5430,2022-06-17,Zrealizowane
18150,1974,2024-01-11,Zrealizowane
18151,1387,2024-08-15,Zwrot
18152,0,2020-05-07,Zrealizowane
18153,0,2023-01-01,Zrealizowane
18154,0,2022-01-04,Zrealizowane
18155,5804,2024-12-16,Zrealizowane
18156,4865,2024-09-19,Zrealizowane
18157,0,2021-11-09,Zrealizowane
18158,6126,2024-04-23,Zrealizowane
18159,2532,2022-12-24,Zwrot
18160,1317,2024-09-18,Zrealizowane
18161,0,2021-02-21,Zrealizowane
18162,999,2024-06-01,Zrealizowane
18163,124,2024-01-01,Zrealizowane
18164,2320,2024-01-30,Zrealizowane
18165,4297,2024-09-17,Zwrot
18166,2158,2023-04-08,Zrealizowane
18167,747,2024-03-29,Anulowane
18168,1132,2023-06-21,Zwrot
18169,4317,2021-08-04,Zrealizowane
18170,1997,2023-06-17,Odrzucone
18171,2954,2024-09-28,Zrealizowane
18172,4661,2024-12-12,Zrealizowane
18173,4513,2023-10-12,Zrealizowane
18174,0,2021-01-25,Zrealizowane
18175,0,2022-01-13,Anulowane
18176,6215,2024-04-18,Zrealizowane
18177,3783,2024-11-08,Zrealizowane
18178,5545,2024-05-30,Zwrot
18179,0,2020-10-27,Zrealizowane
18180,4723,2024-04-02,Anulowane
18181,5123,2024-05-26,Zrealizowane
18182,1917,2022-10-06,Zrealizowane
18183,0,2020-06-25,Odrzucone
18184,0,2020-11-14,Odrzucone
18185,106,2024-01-18,Zwrot
18186,5129,2024-12-01,Anulowane
18187,2715,2024-05-14,Zrealizowane
18188,6932,2024-01-29,Zrealizowane
18189,5664,2020-09-04,Zrealizowane
18190,2211,2021-08-23,Zrealizowane
18191,4747,2024-11-06,Zrealizowane
18192,1553,2023-12-25,Anulowane
18193,4698,2023-11-25,Zrealizowane
18194,434,2024-02-06,Zrealizowane
18195,2381,2024-11-16,Zrealizowane
18196,5644,2023-07-10,Zrealizowane
18197,2491,2024-07-10,Zrealizowane
18198,4227,2022-07-16,Zrealizowane
18199,6301,2022-01-07,Anulowane
18200,5960,2024-02-10,Zrealizowane
18201,0,2021-02-20,Zrealizowane
18202,0,2024-02-06,Zrealizowane
18203,4059,2024-12-10,Zrealizowane
18204,0,2021-09-27,Zrealizowane
18205,3107,2024-06-12,Zrealizowane
18206,3097,2024-06-08,Zrealizowane
18207,0,2024-05-20,Zrealizowane
18208,3926,2022-09-13,Odrzucone
18209,6881,2024-12-25,Anulowane
18210,3061,2021-06-09,Zwrot
18211,6687,2024-10-04,Anulowane
18212,0,2024-06-09,Zrealizowane
18213,0,2022-06-26,Zrealizowane
18214,3452,2022-09-23,Zrealizowane
18215,723,2024-07-22,Zrealizowane
18216,563,2024-08-19,Odrzucone
18217,2975,2024-12-15,Zrealizowane
18218,2784,2024-08-08,Zrealizowane
18219,4462,2024-12-09,Odrzucone
18220,6240,2024-10-13,Zrealizowane
18221,6536,2023-10-14,Zrealizowane
18222,4709,2024-10-28,Zrealizowane
18223,0,2021-07-16,Zrealizowane
18224,382,2024-12-18,Zrealizowane
18225,3316,2023-09-07,Zrealizowane
18226,774,2024-11-13,Zrealizowane
18227,6979,2021-12-01,Zrealizowane
18228,6652,2023-12-23,Zrealizowane
18229,3679,2024-09-30,Zrealizowane
18230,2178,2024-09-17,Zrealizowane
18231,1687,2022-01-09,Zrealizowane
18232,5372,2023-07-13,Zrealizowane
18233,4268,2021-07-22,Zrealizowane
18234,2064,2021-11-30,Anulowane
18235,0,2021-08-02,Zrealizowane
18236,4124,2023-09-10,Zrealizowane
18237,6409,2024-06-22,Zrealizowane
18238,5469,2022-08-12,Zwrot
18239,924,2024-02-06,Zrealizowane
18240,4655,2022-05-10,Zrealizowane
18241,6792,2023-04-03,Anulowane
18242,0,2023-04-23,Zrealizowane
18243,459,2024-09-20,Zrealizowane
18244,5300,2024-10-31,Zrealizowane
18245,1286,2023-07-03,Zrealizowane
18246,0,2021-06-30,Zwrot
18247,0,2021-11-04,Zrealizowane
18248,4200,2023-05-19,Zrealizowane
18249,669,2024-12-03,Zrealizowane
18250,2777,2024-12-28,Anulowane
18251,3028,2024-08-10,Anulowane
18252,1724,2024-05-09,Zrealizowane
18253,6094,2024-04-21,Zrealizowane
18254,4009,2023-06-02,Zrealizowane
18255,0,2021-05-28,Zrealizowane
18256,5621,2024-08-10,Zrealizowane
18257,1079,2024-12-15,Zrealizowane
18258,3332,2024-12-19,Zrealizowane
18259,0,2021-04-22,Zrealizowane
18260,1425,2021-12-26,Zrealizowane
18261,4297,2022-09-09,Anulowane
18262,0,2020-10-04,Zrealizowane
18263,552,2021-11-22,Zwrot
18264,5184,2023-07-07,Anulowane
18265,5005,2024-12-15,Zrealizowane
18266,5885,2024-03-24,Zrealizowane
18267,0,2022-12-20,Zrealizowane
18268,4641,2024-07-09,Zrealizowane
18269,267,2022-12-01,Zrealizowane
18270,836,2024-05-28,Zrealizowane
18271,45,2024-03-01,Zrealizowane
18272,2620,2024-05-11,Zrealizowane
18273,590,2024-06-04,Anulowane
18274,1700,2021-03-28,Zrealizowane
18275,4605,2024-06-18,Zrealizowane
18276,5730,2024-12-22,Zwrot
18277,3975,2022-02-23,Odrzucone
18278,0,2023-04-23,Zwrot
18279,5267,2024-04-23,Zrealizowane
18280,3599,2024-02-20,Zrealizowane
18281,2722,2023-09-02,Zrealizowane
18282,1390,2022-07-04,Odrzucone
18283,2905,2023-07-08,Zrealizowane
18284,6966,2024-05-01,Zrealizowane
18285,4953,2024-11-14,Zrealizowane
18286,0,2021-10-11,Zrealizowane
18287,852,2024-12-15,Zrealizowane
18288,3172,2023-05-31,Zrealizowane
18289,0,2022-07-02,Anulowane
18290,0,2024-08-07,Zrealizowane
18291,0,2020-05-22,Odrzucone
18292,1505,2024-06-10,Zwrot
18293,6610,2022-01-02,Zrealizowane
18294,5357,2024-03-08,Zrealizowane
18295,4218,2024-05-28,Zrealizowane
18296,4393,2024-09-23,Zrealizowane
18297,4728,2024-10-11,Zrealizowane
18298,6933,2023-01-12,Anulowane
18299,0,2020-12-07,Zrealizowane
18300,557,2024-02-03,Zrealizowane
18301,6626,2024-06-17,Zrealizowane
18302,4442,2023-09-23,Zrealizowane
18303,5475,2023-09-25,Zrealizowane
18304,3138,2024-05-02,Anulowane
18305,4,2024-03-17,Zrealizowane
18306,5335,2023-08-08,Odrzucone
18307,5470,2024-08-29,Zrealizowane
18308,4116,2023-03-02,Anulowane
18309,5386,2024-07-21,Zrealizowane
18310,5019,2024-04-27,Zrealizowane
18311,0,2023-04-14,Anulowane
18312,4068,2024-05-10,Zrealizowane
18313,3309,2022-11-02,Odrzucone
18314,4461,2024-02-15,Zrealizowane
18315,6281,2024-04-01,Zwrot
18316,2211,2023-12-08,Zrealizowane
18317,6841,2024-12-16,Zrealizowane
18318,0,2023-10-17,Zrealizowane
18319,0,2024-04-24,Anulowane
18320,714,2023-02-24,Anulowane
18321,6598,2024-08-30,Zrealizowane
18322,0,2024-08-30,Zrealizowane
18323,933,2023-02-05,Zrealizowane
18324,2714,2024-08-14,Anulowane
18325,4510,2024-11-05,Zrealizowane
18326,2684,2023-01-31,Zrealizowane
18327,3347,2023-05-03,Anulowane
18328,4436,2023-02-21,Zrealizowane
18329,836,2024-07-01,Anulowane
18330,1799,2021-04-12,Zrealizowane
18331,4208,2021-04-02,Zrealizowane
18332,3699,2024-06-05,Zwrot
18333,6910,2022-01-25,Zrealizowane
18334,4848,2024-08-29,Zrealizowane
18335,0,2020-08-13,Zrealizowane
18336,0,2022-02-22,Zrealizowane
18337,2391,2024-05-04,Zrealizowane
18338,6673,2022-08-05,Zrealizowane
18339,6821,2022-05-19,Zrealizowane
18340,4532,2023-01-24,Zrealizowane
18341,5815,2024-07-09,Zrealizowane
18342,69,2024-06-21,Odrzucone
18343,2181,2024-06-09,Zrealizowane
18344,3298,2023-06-26,Zrealizowane
18345,2329,2023-05-06,Odrzucone
18346,0,2024-05-23,Zrealizowane
18347,0,2020-11-08,Zrealizowane
18348,3709,2023-06-02,Zrealizowane
18349,3316,2024-06-27,Zwrot
18350,1970,2024-04-25,Zrealizowane
18351,2256,2022-09-13,Zrealizowane
18352,6283,2024-11-02,Zrealizowane
18353,4859,2023-08-17,Zwrot
18354,3468,2023-01-31,Zrealizowane
18355,3639,2022-02-04,Zrealizowane
18356,0,2021-06-07,Zrealizowane
18357,196,2024-03-16,Zwrot
18358,5618,2022-06-21,Zrealizowane
18359,0,2023-11-07,Zrealizowane
18360,0,2023-09-02,Odrzucone
18361,1362,2024-04-24,Zrealizowane
18362,3512,2024-06-14,Zrealizowane
18363,3172,2023-04-19,Zrealizowane
18364,1409,2024-12-09,Zrealizowane
18365,6400,2021-11-21,Zrealizowane
18366,2576,2024-11-22,Zrealizowane
18367,5839,2024-12-13,Odrzucone
18368,4455,2024-04-02,Zrealizowane
18369,0,2024-05-09,Zrealizowane
18370,545,2022-05-04,Zrealizowane
18371,3656,2022-11-27,Zrealizowane
18372,6293,2024-12-17,Anulowane
18373,787,2024-10-31,Zrealizowane
18374,2924,2024-08-01,Zrealizowane
18375,0,2020-06-14,Anulowane
18376,3965,2022-12-08,Zrealizowane
18377,2500,2024-10-01,Zrealizowane
18378,3633,2023-04-29,Anulowane
18379,0,2020-05-27,Odrzucone
18380,6172,2022-06-18,Zrealizowane
18381,5687,2023-10-04,Zrealizowane
18382,1500,2024-12-16,Zrealizowane
18383,0,2022-05-06,Zrealizowane
18384,5688,2024-07-26,Anulowane
18385,3505,2023-05-20,Odrzucone
18386,3266,2023-11-28,Zrealizowane
18387,5942,2023-09-14,Zrealizowane
18388,2038,2023-10-18,Zrealizowane
18389,5118,2024-08-18,Anulowane
18390,5904,2023-05-28,Odrzucone
18391,5459,2024-11-01,Zrealizowane
18392,796,2021-01-27,Zrealizowane
18393,5940,2023-12-31,Zrealizowane
18394,0,2021-02-20,Zrealizowane
18395,1165,2024-10-06,Odrzucone
18396,3325,2022-03-08,Zrealizowane
18397,3787,2024-07-07,Anulowane
18398,2639,2024-06-06,Zwrot
18399,4916,2024-06-21,Zrealizowane
18400,0,2024-07-22,Odrzucone
18401,4186,2024-10-19,Zrealizowane
18402,6977,2024-07-17,Zrealizowane
18403,3030,2024-06-27,Zrealizowane
18404,2558,2024-11-26,Zrealizowane
18405,0,2023-07-16,Anulowane
18406,4438,2024-06-07,Zwrot
18407,0,2021-01-01,Zrealizowane
18408,2437,2024-12-13,Zrealizowane
18409,0,2020-10-13,Anulowane
18410,1377,2024-10-08,Zrealizowane
18411,6278,2024-10-10,Odrzucone
18412,6983,2024-01-04,Zrealizowane
18413,3416,2023-09-17,Zrealizowane
18414,6331,2023-10-30,Zrealizowane
18415,3282,2024-06-17,Zrealizowane
18416,5131,2023-09-04,Zrealizowane
18417,0,2020-03-22,Anulowane
18418,2098,2023-04-21,Zrealizowane
18419,2456,2022-06-19,Zwrot
18420,0,2024-09-04,Anulowane
18421,6719,2023-11-09,Zrealizowane
18422,6625,2024-08-05,Zrealizowane
18423,0,2020-07-31,Anulowane
18424,6088,2022-06-22,Odrzucone
18425,0,2022-07-27,Zrealizowane
18426,6555,2023-04-10,Zrealizowane
18427,4023,2024-10-08,Odrzucone
18428,2847,2022-01-20,Zrealizowane
18429,0,2021-09-15,Zrealizowane
18430,0,2024-05-27,Anulowane
18431,1236,2024-01-15,Anulowane
18432,5858,2024-07-07,Zrealizowane
18433,5517,2024-01-29,Zrealizowane
18434,3570,2024-04-04,Zrealizowane
18435,4813,2023-08-11,Zrealizowane
18436,4361,2024-10-07,Zrealizowane
18437,5757,2024-09-25,Zwrot
18438,5896,2024-12-01,Zrealizowane
18439,4635,2022-09-16,Zrealizowane
18440,2316,2023-10-20,Zwrot
18441,1781,2023-12-29,Zrealizowane
18442,3297,2024-11-26,Zrealizowane
18443,685,2023-08-03,Zrealizowane
18444,2702,2023-03-05,Zrealizowane
18445,0,2022-10-03,Zrealizowane
18446,523,2024-12-07,Zwrot
18447,3441,2024-10-20,Zrealizowane
18448,0,2020-09-12,Zrealizowane
18449,4901,2024-08-14,Zwrot
18450,3585,2023-09-30,Zrealizowane
18451,5099,2023-02-10,Zwrot
18452,1379,2023-11-25,Zrealizowane
18453,6684,2022-12-30,Anulowane
18454,2530,2024-07-22,Anulowane
18455,3715,2020-12-21,Zrealizowane
18456,3905,2024-09-01,Zrealizowane
18457,0,2023-01-28,Zrealizowane
18458,569,2023-12-06,Anulowane
18459,2113,2021-07-08,Odrzucone
18460,5325,2024-12-18,Zrealizowane
18461,3872,2024-04-18,Zrealizowane
18462,0,2022-08-15,Zwrot
18463,4382,2024-11-04,Zrealizowane
18464,1737,2022-01-31,Zrealizowane
18465,6261,2021-08-26,Anulowane
18466,0,2020-04-06,Zrealizowane
18467,5421,2024-12-11,Zwrot
18468,1043,2022-07-25,Zrealizowane
18469,6454,2023-11-15,Zrealizowane
18470,0,2022-12-03,Zrealizowane
18471,0,2023-08-27,Zrealizowane
18472,0,2021-01-19,Zrealizowane
18473,329,2024-10-02,Zwrot
18474,35,2022-12-06,Zrealizowane
18475,1309,2023-09-06,Anulowane
18476,247,2023-08-13,Zrealizowane
18477,4436,2024-12-27,Zrealizowane
18478,0,2020-01-13,Zrealizowane
18479,1881,2023-10-09,Zrealizowane
18480,6921,2024-12-26,Zwrot
18481,6144,2022-06-09,Zrealizowane
18482,471,2024-10-10,Zrealizowane
18483,1022,2024-07-08,Anulowane
18484,3668,2024-05-21,Odrzucone
18485,128,2024-10-11,Zrealizowane
18486,2976,2021-08-06,Anulowane
18487,1830,2022-05-28,Zrealizowane
18488,0,2022-10-12,Zrealizowane
18489,1857,2022-12-02,Zrealizowane
18490,1053,2024-04-10,Odrzucone
18491,1641,2020-08-09,Anulowane
18492,3804,2024-11-18,Odrzucone
18493,258,2024-07-10,Zrealizowane
18494,1566,2024-11-02,Odrzucone
18495,6083,2023-08-07,Zrealizowane
18496,0,2022-06-15,Zwrot
18497,5393,2022-03-19,Odrzucone
18498,0,2024-10-25,Zwrot
18499,5608,2024-04-14,Zrealizowane
18500,0,2022-05-11,Zrealizowane
18501,1206,2023-12-27,Zrealizowane
18502,6710,2024-03-05,Zrealizowane
18503,0,2024-04-24,Zrealizowane
18504,4465,2022-09-29,Odrzucone
18505,132,2024-08-28,Anulowane
18506,3310,2024-12-12,Anulowane
18507,1460,2024-05-22,Zrealizowane
18508,0,2022-04-13,Zrealizowane
18509,5624,2024-04-02,Zrealizowane
18510,0,2020-10-19,Zrealizowane
18511,117,2024-09-15,Zrealizowane
18512,5528,2024-12-06,Odrzucone
18513,893,2022-07-09,Zrealizowane
18514,6315,2024-12-26,Anulowane
18515,0,2021-03-26,Zwrot
18516,5246,2022-11-10,Zrealizowane
18517,0,2020-01-06,Zrealizowane
18518,724,2020-11-30,Zrealizowane
18519,321,2023-03-03,Zrealizowane
18520,5210,2023-01-13,Zrealizowane
18521,0,2020-01-16,Odrzucone
18522,3611,2024-09-06,Zrealizowane
18523,6844,2024-11-05,Zwrot
18524,5227,2023-03-23,Anulowane
18525,4019,2024-10-27,Zwrot
18526,898,2024-10-03,Anulowane
18527,2556,2023-02-02,Zrealizowane
18528,1574,2024-11-26,Odrzucone
18529,3059,2023-03-12,Zrealizowane
18530,6776,2023-10-26,Zrealizowane
18531,464,2023-04-03,Zrealizowane
18532,0,2021-11-03,Zrealizowane
18533,2131,2022-05-12,Zrealizowane
18534,0,2023-07-10,Zrealizowane
18535,871,2024-01-15,Zrealizowane
18536,4764,2024-12-02,Zrealizowane
18537,3947,2021-08-05,Zrealizowane
18538,1871,2024-11-01,Odrzucone
18539,6849,2022-05-18,Odrzucone
18540,485,2024-01-31,Zrealizowane
18541,1713,2024-03-10,Zrealizowane
18542,4444,2023-10-19,Zrealizowane
18543,5155,2023-01-28,Zrealizowane
18544,0,2024-06-14,Zrealizowane
18545,4411,2024-05-25,Zrealizowane
18546,2359,2023-04-27,Zrealizowane
18547,1237,2021-11-25,Zrealizowane
18548,1730,2022-08-28,Zwrot
18549,3874,2022-12-20,Zrealizowane
18550,2388,2024-08-25,Anulowane
18551,4724,2024-05-19,Zrealizowane
18552,4117,2022-01-08,Zwrot
18553,3339,2024-10-26,Zrealizowane
18554,4551,2021-08-04,Anulowane
18555,6719,2023-10-04,Zwrot
18556,20,2023-11-30,Zwrot
18557,860,2021-04-21,Zrealizowane
18558,6992,2024-02-10,Odrzucone
18559,2030,2024-12-02,Anulowane
18560,2195,2023-06-15,Zrealizowane
18561,1287,2024-09-16,Zrealizowane
18562,550,2021-12-06,Zrealizowane
18563,0,2020-11-08,Zrealizowane
18564,3981,2024-04-17,Zrealizowane
18565,3494,2023-01-23,Zrealizowane
18566,0,2024-11-28,Zrealizowane
18567,5257,2023-09-25,Zrealizowane
18568,1574,2024-12-11,Odrzucone
18569,991,2023-05-01,Zwrot
18570,0,2020-07-19,Odrzucone
18571,6376,2022-11-18,Zrealizowane
18572,4374,2022-07-19,Zrealizowane
18573,4804,2021-06-27,Zrealizowane
18574,3824,2024-12-11,Zrealizowane
18575,0,2023-03-14,Zrealizowane
18576,6842,2024-12-06,Zrealizowane
18577,0,2024-06-19,Zwrot
18578,5775,2021-12-19,Zrealizowane
18579,0,2020-04-11,Zrealizowane
18580,1090,2023-07-12,Zrealizowane
18581,4738,2023-04-18,Zrealizowane
18582,3243,2024-03-18,Zwrot
18583,4990,2024-05-02,Zrealizowane
18584,0,2022-09-09,Zrealizowane
18585,2354,2024-09-30,Zrealizowane
18586,7,2022-05-09,Zrealizowane
18587,5801,2023-11-01,Zrealizowane
18588,5098,2024-05-24,Odrzucone
18589,4447,2022-10-04,Zrealizowane
18590,5048,2024-03-04,Zrealizowane
18591,3112,2024-07-10,Zrealizowane
18592,0,2023-08-23,Zwrot
18593,5179,2023-08-01,Zrealizowane
18594,2582,2024-09-03,Zrealizowane
18595,1778,2024-08-04,Zrealizowane
18596,1591,2021-03-10,Zrealizowane
18597,2494,2023-02-18,Zrealizowane
18598,0,2020-09-04,Zrealizowane
18599,3260,2022-12-19,Zrealizowane
18600,2836,2022-09-03,Zwrot
18601,2514,2021-10-29,Zrealizowane
18602,871,2023-12-06,Zwrot
18603,1387,2024-08-04,Zwrot
18604,0,2023-09-25,Odrzucone
18605,4991,2021-06-27,Zrealizowane
18606,0,2023-05-26,Zrealizowane
18607,4818,2024-10-13,Odrzucone
18608,5124,2023-06-17,Zrealizowane
18609,0,2024-11-08,Odrzucone
18610,6292,2023-09-07,Anulowane
18611,1929,2022-09-16,Zrealizowane
18612,1190,2022-12-05,Zrealizowane
18613,424,2024-12-31,Zrealizowane
18614,5353,2024-12-11,Zrealizowane
18615,2695,2024-06-15,Zrealizowane
18616,6468,2022-11-11,Zrealizowane
18617,6545,2024-01-06,Zwrot
18618,3093,2023-12-17,Zwrot
18619,4492,2024-09-20,Zwrot
18620,5057,2023-02-06,Zrealizowane
18621,1390,2023-05-27,Zrealizowane
18622,0,2022-04-23,Zrealizowane
18623,126,2023-06-21,Zrealizowane
18624,4367,2023-12-23,Zrealizowane
18625,6466,2024-04-18,Zrealizowane
18626,5693,2024-09-27,Zrealizowane
18627,4378,2024-12-31,Odrzucone
18628,2949,2024-08-13,Zrealizowane
18629,0,2021-04-16,Odrzucone
18630,6462,2024-06-07,Zrealizowane
18631,80,2024-09-13,Zrealizowane
18632,284,2023-05-04,Zrealizowane
18633,5132,2021-07-27,Zrealizowane
18634,1465,2024-04-11,Zrealizowane
18635,1269,2023-02-12,Zrealizowane
18636,0,2021-08-10,Zwrot
18637,6514,2024-06-29,Zrealizowane
18638,4429,2020-10-21,Odrzucone
18639,0,2020-07-19,Odrzucone
18640,179,2023-04-05,Zrealizowane
18641,5413,2022-08-07,Odrzucone
18642,656,2024-09-11,Zrealizowane
18643,1943,2024-04-10,Odrzucone
18644,192,2024-03-15,Zrealizowane
18645,0,2022-05-16,Zrealizowane
18646,473,2024-02-09,Zrealizowane
18647,0,2021-04-04,Anulowane
18648,481,2024-07-15,Zrealizowane
18649,0,2021-04-28,Zrealizowane
18650,3224,2024-07-15,Zwrot
18651,1700,2021-08-18,Zrealizowane
18652,0,2020-07-01,Zrealizowane
18653,764,2023-06-09,Zwrot
18654,5980,2024-10-03,Zrealizowane
18655,5035,2023-05-22,Anulowane
18656,5815,2024-05-10,Zrealizowane
18657,3805,2024-09-10,Zrealizowane
18658,3016,2021-10-04,Anulowane
18659,2525,2023-06-07,Zwrot
18660,2654,2023-03-27,Zwrot
18661,4309,2021-04-12,Zrealizowane
18662,2303,2024-10-04,Zrealizowane
18663,3859,2024-12-23,Zrealizowane
18664,3279,2023-09-08,Zrealizowane
18665,5717,2023-09-06,Zrealizowane
18666,0,2024-07-14,Zrealizowane
18667,5985,2021-09-13,Zrealizowane
18668,0,2020-07-21,Zrealizowane
18669,0,2023-11-22,Zrealizowane
18670,4901,2024-11-22,Zrealizowane
18671,3313,2022-02-24,Zrealizowane
18672,2294,2022-12-14,Zrealizowane
18673,3799,2022-09-15,Zrealizowane
18674,2325,2024-03-05,Zrealizowane
18675,2931,2022-12-11,Zrealizowane
18676,4600,2024-03-24,Zrealizowane
18677,2122,2024-08-30,Odrzucone
18678,2738,2023-01-31,Anulowane
18679,6362,2023-04-15,Zrealizowane
18680,6337,2023-08-24,Anulowane
18681,0,2022-07-01,Zrealizowane
18682,142,2022-11-06,Zrealizowane
18683,4829,2023-02-05,Zrealizowane
18684,6130,2020-06-21,Zrealizowane
18685,0,2024-05-22,Zrealizowane
18686,6010,2024-08-29,Zrealizowane
18687,3087,2022-11-24,Zrealizowane
18688,5215,2024-09-06,Zrealizowane
18689,5935,2023-08-07,Zrealizowane
18690,1253,2024-04-23,Anulowane
18691,5030,2022-11-29,Zrealizowane
18692,3395,2022-04-05,Zrealizowane
18693,168,2024-12-17,Odrzucone
18694,4944,2024-07-27,Zrealizowane
18695,6362,2024-03-23,Odrzucone
18696,3868,2024-11-15,Zrealizowane
18697,5281,2024-06-01,Zrealizowane
18698,0,2023-02-17,Zrealizowane
18699,2648,2022-04-06,Zwrot
18700,6924,2024-11-28,Zrealizowane
18701,2592,2024-09-22,Zrealizowane
18702,6396,2022-07-12,Zrealizowane
18703,0,2021-06-26,Anulowane
18704,0,2020-11-06,Odrzucone
18705,5477,2022-11-13,Zwrot
18706,5312,2024-06-09,Odrzucone
18707,1998,2024-02-25,Anulowane
18708,6925,2023-08-26,Zrealizowane
18709,0,2023-01-22,Zrealizowane
18710,0,2022-12-08,Zrealizowane
18711,0,2022-07-27,Zrealizowane
18712,0,2022-12-23,Anulowane
18713,5097,2024-09-04,Zrealizowane
18714,0,2022-06-23,Zrealizowane
18715,5894,2022-05-03,Zrealizowane
18716,2308,2024-04-02,Zwrot
18717,0,2021-06-14,Zrealizowane
18718,0,2023-11-15,Zrealizowane
18719,6683,2020-10-07,Zrealizowane
18720,3421,2024-12-03,Zrealizowane
18721,0,2020-10-29,Zwrot
18722,1237,2024-02-09,Zrealizowane
18723,0,2024-06-05,Zrealizowane
18724,0,2022-02-13,Zrealizowane
18725,0,2020-12-15,Zwrot
18726,3228,2024-06-29,Zrealizowane
18727,2980,2024-10-24,Zrealizowane
18728,6144,2024-08-01,Zrealizowane
18729,2941,2024-09-01,Zrealizowane
18730,6774,2024-12-29,Zrealizowane
18731,0,2023-08-16,Zrealizowane
18732,5426,2024-05-06,Zwrot
18733,2189,2024-05-27,Zrealizowane
18734,518,2023-07-08,Zwrot
18735,2949,2024-01-10,Zrealizowane
18736,1581,2022-11-25,Zrealizowane
18737,5162,2022-11-27,Zrealizowane
18738,328,2021-10-24,Zrealizowane
18739,0,2021-03-03,Anulowane
18740,626,2023-12-31,Zwrot
18741,126,2024-10-19,Zwrot
18742,2518,2021-06-28,Odrzucone
18743,4585,2024-09-11,Zrealizowane
18744,209,2024-04-29,Zwrot
18745,164,2024-04-06,Zrealizowane
18746,0,2024-07-06,Zrealizowane
18747,2089,2023-09-17,Zrealizowane
18748,0,2024-07-15,Zrealizowane
18749,1444,2024-12-28,Odrzucone
18750,6631,2022-12-20,Odrzucone
18751,0,2021-09-10,Zwrot
18752,2391,2023-02-06,Zrealizowane
18753,0,2023-06-24,Zwrot
18754,4858,2024-12-05,Zrealizowane
18755,1424,2024-05-08,Zrealizowane
18756,0,2023-11-13,Anulowane
18757,1428,2024-12-23,Zrealizowane
18758,4981,2023-05-29,Zrealizowane
18759,5477,2023-12-02,Zwrot
18760,0,2021-04-18,Zrealizowane
18761,4297,2024-07-08,Zrealizowane
18762,0,2022-01-13,Zrealizowane
18763,0,2021-05-14,Zrealizowane
18764,0,2021-10-25,Zrealizowane
18765,0,2024-01-28,Zrealizowane
18766,4145,2024-08-02,Zwrot
18767,0,2023-05-11,Odrzucone
18768,5522,2023-11-17,Zrealizowane
18769,5488,2024-07-27,Zrealizowane
18770,4166,2024-12-25,Zrealizowane
18771,1148,2023-03-18,Zrealizowane
18772,2741,2024-01-10,Odrzucone
18773,975,2023-05-06,Zrealizowane
18774,0,2021-05-29,Zrealizowane
18775,6857,2023-01-21,Zrealizowane
18776,1173,2024-08-04,Zrealizowane
18777,1848,2024-12-27,Zrealizowane
18778,0,2020-02-15,Zrealizowane
18779,6573,2024-12-28,Zrealizowane
18780,1214,2024-07-22,Anulowane
18781,0,2022-04-18,Zrealizowane
18782,5722,2024-07-17,Zrealizowane
18783,0,2020-10-22,Zrealizowane
18784,1887,2023-04-20,Zrealizowane
18785,0,2024-07-01,Zrealizowane
18786,0,2023-09-28,Zrealizowane
18787,3769,2020-12-17,Zrealizowane
18788,2153,2022-10-04,Zrealizowane
18789,6725,2024-12-28,Zwrot
18790,1024,2024-12-02,Zrealizowane
18791,2440,2022-10-01,Zrealizowane
18792,0,2021-06-27,Zrealizowane
18793,6527,2023-06-17,Zrealizowane
18794,2856,2024-03-27,Zrealizowane
18795,469,2024-11-02,Zrealizowane
18796,1170,2023-02-12,Zrealizowane
18797,2074,2023-11-01,Odrzucone
18798,1104,2022-09-01,Zrealizowane
18799,1657,2024-03-12,Zrealizowane
18800,3505,2022-02-20,Odrzucone
18801,0,2024-08-01,Anulowane
18802,1228,2024-09-09,Zrealizowane
18803,3432,2024-08-21,Zrealizowane
18804,1733,2022-07-30,Odrzucone
18805,3195,2021-04-11,Anulowane
18806,4163,2024-11-05,Zrealizowane
18807,1346,2024-09-23,Zrealizowane
18808,4936,2023-09-24,Zrealizowane
18809,2409,2022-05-10,Zrealizowane
18810,3769,2021-08-21,Zrealizowane
18811,3698,2024-06-09,Zwrot
18812,1433,2024-11-12,Zrealizowane
18813,5383,2024-12-05,Zrealizowane
18814,3496,2024-08-31,Zrealizowane
18815,3363,2024-01-05,Zrealizowane
18816,0,2022-05-17,Odrzucone
18817,2522,2023-04-12,Zrealizowane
18818,5022,2022-09-08,Anulowane
18819,3601,2023-06-19,Zrealizowane
18820,1564,2022-08-04,Zrealizowane
18821,0,2023-06-20,Zrealizowane
18822,1500,2024-12-18,Zrealizowane
18823,5891,2022-09-07,Zwrot
18824,4701,2024-11-16,Odrzucone
18825,2757,2024-05-29,Zrealizowane
18826,4566,2023-09-20,Zrealizowane
18827,947,2024-10-11,Zrealizowane
18828,1418,2024-12-06,Zrealizowane
